public_id,url,name,name_kana,name_romaji,brewery_id,brewery_name,brewery_name_romaji,brewery_url,brewery_website,category,rice,polishing_ratio_pct,abv_pct,sake_meter_value,acidity,yeast,water_source,starter_method,pressing_filtration,pasteurization,milling_tech,has_gas,aroma_type,acidity_type,taste_sweet_dry,taste_acidity,taste_umami,taste_aroma,taste_body,taste_finish,taste_drinkability,volumes_ml,brewery_confirmed_spec,brewery_confirmed_taste,updated_at
15188,https://find-sake.me/sake/15188,夢醸 ORIGIN 純米酒,むじょう おりじん じゅんまいしゅ,Mujo Origin Junmaishu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,五百万石,65,12,-52,7,,白山・手取川水系,,無濾過,低アル原酒,,,,爽快・リンゴ酸系,2,5,2,2,2,2,4,720,false,false,2026-09-22
25644,https://find-sake.me/sake/25644,夢醸 あらばしり 純米生原酒,むじょう あらばしり じゅんまいなまげんしゅ,Mujo Arabashiri Junmai Nama Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,五百万石,65,17,3,2,,白山・手取川水系,,あらばしり、おりがらみ,生酒、原酒,,,E:穀物・ふくよか系,重厚・乳酸系,3,5,5,3,5,4,2,720,false,false,2026-08-20
37137,https://find-sake.me/sake/37137,夢醸 しぼりたて うすにごり 微発泡 純米吟醸生酒,むじょう しぼりたて うすにごり びはっぽう じゅんまいぎんじょうなまざけ,Mujo Shiboritate Usunigori Bihappo Junmai Ginjo Namazake,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,55,15,,,,白山・手取川水系,瓶内二次発酵,にごり,生酒,,true,,,2,4,4,5,4,5,4,720,false,false,2026-08-20
36870,https://find-sake.me/sake/36870,夢醸 しぼりたて 純米生原酒,むじょう しぼりたて じゅんまいなまげんしゅ,Mujo Shiboritate Junmai Nama Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,五百万石,65,17,,,,白山・手取川水系,,,生酒、原酒,,,,,3,3,4,3,5,5,2,720;1800,false,false,2026-08-20
24854,https://find-sake.me/sake/24854,夢醸 ひやおろし 純米酒,むじょう ひやおろし じゅんまいしゅ,Mujo Hiyaoroshi Junmaishu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,百万石乃白,60,17,3,2,,,,,ひやおろし,,,D:熟成系,中庸・バランス系,4,5,5,3,5,4,3,720,false,false,2026-08-20
29858,https://find-sake.me/sake/29858,夢醸 先端 純米吟醸酒,むじょう せんたん じゅんまいぎんじょうしゅ,Mujo Sentan Junmai Ginjoshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,60,15.5,3.5,1.6,,,,,,,,A:メロン・白桃系,中庸・バランス系,3,4,3,5,4,4,4,720,false,false,2026-08-20
48642,https://find-sake.me/sake/48642,夢醸 大吟醸,むじょう だいぎんじょう,Mujo Daiginjo,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,大吟醸,山田錦特A,40,15,2,1.9,,,,,,,,A:メロン・白桃系,中庸・バランス系,3,5,2,5,3,5,5,720;1800,false,false,2026-08-20
17673,https://find-sake.me/sake/17673,夢醸 春のうすにごり生酒,むじょう はるのうすにごりなまざけ,Mujo Haru-no-usunigori Namazake,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,百万石乃白,60,15,3,1.6,,,,うすにごり,生酒,,true,B:青リンゴ・レモン系,,3,4,2,5,5,5,3,720,false,false,2026-08-20
42499,https://find-sake.me/sake/42499,夢醸 本醸造 無濾過生原酒,むじょう ほんじょうぞう むろかなまげんしゅ,Mujo Honjozo Muroka Nama Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,本醸造,国産米,70,19.5,12,1.7,,白山・手取川水系,,無濾過,生酒、原酒,,,E:穀物・ふくよか系,中庸・バランス系,5,4,4,3,5,5,2,720;1800,false,false,2026-08-20
46895,https://find-sake.me/sake/46895,夢醸 特別純米酒 百万石乃白,むじょう とくべつじゅんまいしゅ ひゃくまんごくのしろ,Mujo Tokubetsu Junmaishu Hyakumangoku-no-shiro,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,特別純米酒,百万石乃白,60,15,,,,,,,,,,,,4,4,3,4,3,4,4,720,false,false,2026-08-20
28002,https://find-sake.me/sake/28002,夢醸 特別純米酒 百万石乃白 ひやおろし,むじょう とくべつじゅんまいしゅ ひゃくまんごくのしろ ひやおろし,Mujo Tokubetsu Junmaishu Hyakumangoku-no-shiro Hiyaoroshi,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,特別純米,百万石乃白,60,17,3,2,,,,,ひやおろし,,,,,4,4,4,4,5,4,3,720,false,false,2026-08-20
47311,https://find-sake.me/sake/47311,夢醸 特醸,むじょう とくじょう,Mujo Tokujo,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,普通酒,国産米,75,,,,,,,,火入れ,,,C:バナナ系,重厚・乳酸系,2,4,4,2,4,4,4,180,false,false,2026-08-20
5129,https://find-sake.me/sake/5129,夢醸 甘口純米酒,むじょう あまくちじゅんまいしゅ,Mujo Amakuchi Junmaishu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,五百万石,60,15,-4.5,2,,,,,,,,,,3,5,2,3,3,4,4,720,false,false,2026-08-20
29669,https://find-sake.me/sake/29669,夢醸 純米吟醸,むじょう じゅんまいぎんじょう,Mujo Junmai Ginjo,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,60,15.5,3.5,1.6,,,,,,,,,中庸・バランス系,3,4,4,4,4,4,4,720;1800,false,false,2026-08-20
34099,https://find-sake.me/sake/34099,夢醸 純米吟醸 無濾過生原酒,むじょう じゅんまいぎんじょう むろかなまげんしゅ,Mujo Junmai Ginjo Muroka Nama Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,55,17,4,2.1,,白山・手取川水系,,無濾過,生酒、原酒,,,B:青リンゴ・レモン系,中庸・バランス系,3,5,4,5,5,5,2,720;1800,false,false,2026-09-07
64880,https://find-sake.me/sake/64880,夢醸 純米大吟醸,むじょう じゅんまいだいぎんじょう,Mujo Junmai Daiginjo,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米大吟醸,五百万石,50,15.5,2,1.6,,,,,,,,A:メロン・白桃系,,3,4,5,4,3,4,4,720;1800,false,false,2026-08-20
40297,https://find-sake.me/sake/40297,夢醸 純米酒,むじょう じゅんまいしゅ,Mujo Junmaishu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米酒,五百万石,65,15,4,1.7,,,,,,,,,中庸・バランス系,4,4,5,2,4,4,3,720;1800,false,false,2026-09-07
47775,https://find-sake.me/sake/47775,夢醸 純米酒 無濾過生原酒,むじょう じゅんまいしゅ むろかなまげんしゅ,Mujo Junmaishu Muroka Nama Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米酒,五百万石,60,18,3,2.2,,白山・手取川水系,,無濾過,生酒、原酒,,,E:穀物・ふくよか系,重厚・乳酸系,3,5,5,3,5,3,2,720;1800,false,false,2026-08-20
27098,https://find-sake.me/sake/27098,夢醸 金箔入純米生酒,むじょう きんぱくいりじゅんまいなまざけ,Mujo Kinpaku-iri Junmai Namazake,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米,五百万石（石川県産）,65,15,,,,白山・手取川水系,,,生酒,,,E:穀物・ふくよか系,中庸・バランス系,3,3,4,3,3,4,4,720,false,false,2026-09-22
23938,https://find-sake.me/sake/23938,夢醸 限定純米吟醸 原酒 silver,むじょう げんていじゅんまいぎんじょう げんしゅ しるばー,Mujo Gentei Junmai Ginjo Genshu silver,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,55,17,3,1.7,,,,中汲み、無濾過,原酒,,,,中庸・バランス系,3,4,5,4,5,5,4,720,false,false,2026-09-22
11767,https://find-sake.me/sake/11767,夢醸 限定純米大吟醸 原酒 gold,むじょう げんていじゅんまいだいぎんじょう げんしゅ ごーるど,Mujo Gentei Junmai Daiginjo Genshu gold,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米大吟醸,五百万石,50,15,3.5,1.6,,,,中汲み、無濾過,原酒,,,A:メロン・白桃系,中庸・バランス系,3,4,4,5,4,4,4,720,false,false,2026-09-22
52359,https://find-sake.me/sake/52359,大吟醸 十代目,だいぎんじょう じゅうだいめ,Daiginjo Judaime,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,大吟醸,山田錦,40,17,,,,,,木槽酒袋しぼり,原酒、熟成大吟醸ブレンド,,,D:熟成系,中庸・バランス系,3,3,3,4,5,3,3,300;720;1800,false,false,2026-09-04
10360,https://find-sake.me/sake/10360,大吟醸 日榮歳盛,だいぎんじょう にちえいさいせい,Daiginjo Nichiei Saisei,10003,中村酒造株式会社,Nakamura Shuzo,https://find-sake.me/brewery/10003,https://www.nakamura-shuzou.co.jp/,大吟醸,山田錦,40,16,-4,1.3,,白山水系,,,火入れ,,,A:メロン・白桃系,,2,3,4,5,3,4,4,720;1800,true,true,2026-08-26
37330,https://find-sake.me/sake/37330,大吟醸 現代の名工,だいぎんじょう げんだいのめいこう,Daiginjo Gendai no Meiko,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,大吟醸,山田錦,40,16.5,3,,,,,木槽酒袋しぼり,十年熟成,,,D:熟成系,中庸・バランス系,3,3,3,4,4,3,3,720,false,false,2026-09-04
37731,https://find-sake.me/sake/37731,大吟醸 能登國,だいぎんじょう のとくに,Daiginjo Noto Kuni,10027,合名会社中島酒造店,Nakajima Shuzoten,https://find-sake.me/brewery/10027,https://www.notosuehiro.com/,大吟醸,石川門,,17.8,,,,,,,,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,4,4,3,720,false,false,2026-08-20
49976,https://find-sake.me/sake/49976,大吟醸初代 長三郎 雫 原酒,だいぎんじょうしょだい ちょうざぶろう しずく げんしゅ,Daiginjo Shodai Chozaburo Shizuku Genshu,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,大吟醸,山田錦,40,17.5,4,1.5,,,,雫取り,原酒,,,A:メロン・白桃系,中庸・バランス系,3,4,4,5,5,5,4,720;1800,false,false,2026-08-20
12659,https://find-sake.me/sake/12659,大日盛 普通酒 佳撰,だいにちざかり ふつうしゅ かせん,Dainichizakari Futsushu Kasen,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,普通酒,五百万石,70,15.5,2,1.7,,,,木槽酒袋しぼり（槽しぼり）,,,,,中庸・バランス系,4,4,3,2,3,4,3,1800,false,false,2026-09-04
20808,https://find-sake.me/sake/20808,大日盛 純米酒 加賀の峰,だいにちざかり じゅんまいしゅ かがのみね,Dainichizakari Junmaishu Kaga no Mine,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,純米酒,五百万石,55,15.5,,,,,,木槽酒袋しぼり,,,,,中庸・バランス系,4,3,4,3,3,4,4,720;1800,false,false,2026-09-04
30043,https://find-sake.me/sake/30043,大江山 ひやおろし金の星,おおえやま ひやおろしきんのほし,Oeyama Hiyaoroshi Kin-no-hoshi,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米吟醸,石川県産五百万石、百万石乃白,60,17,4,,,,,,ひやおろし,,,D:熟成系,中庸・バランス系,3,3,4,3,4,3,3,720,false,false,2026-08-20
46823,https://find-sake.me/sake/46823,大江山 大吟醸,おおえやま だいぎんじょう,Oeyama Daiginjo,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,大吟醸,山田錦（兵庫県産100%）,40,17,2,1.8,24号,能登水系,,,原酒,,,A:メロン・白桃系,中庸・バランス系,3,4,3,5,4,4,3,720,false,false,2026-08-20
12811,https://find-sake.me/sake/12811,大江山 復刻版 純米吟醸,おおえやま ふっこくばん じゅんまいぎんじょう,Oeyama Fukkokuban Junmai Ginjo,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米吟醸,五百万石（掛米）、百万石乃白（麹米）,60,14.5,5.4,,,,,,,,,A:メロン・白桃系,,3,3,3,4,2,5,5,720;1800,false,false,2026-09-07
19170,https://find-sake.me/sake/19170,大江山 復刻版 純米酒,おおえやま ふっこくばん じゅんまいしゅ,Oeyama Fukkokuban Junmaishu,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米酒,兵庫県産山田錦、石川県産五百万石,50,15,0,1.3,協会1401号（泡なし酵母）,能登水系,寒仕込み（和釜甑による手造り）,木槽搾り,火入れ,,,E:穀物・ふくよか系,中庸・バランス系,4,3,3,3,3,4,4,720,false,false,2026-08-20
5295,https://find-sake.me/sake/5295,大江山 本醸造 しぼりたて生酒,おおえやま ほんじょうぞう しぼりたてなまざけ,Oeyama Honjozo Shiboritate Namazake,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,本醸造,石川県産五百万石,68,19,3,1.8,協会7号酵母,能登水系,,木槽搾り（全量槽しぼり）、おり下げ,生原酒,,,E:穀物・ふくよか系,中庸・バランス系,4,4,4,3,5,4,2,1800,false,false,2026-08-20
61888,https://find-sake.me/sake/61888,大江山 本醸造 能登上撰,おおえやま ほんじょうぞう のとじょうせん,Oeyama Honjozo Noto Josen,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,本醸造,石川県産五百万石,68,15.5,3,,協会7号酵母,能登水系,四段仕込み,木槽搾り,火入れ,,,E:穀物・ふくよか系,中庸・バランス系,4,3,3,2,3,4,4,720;1800,false,false,2026-08-20
54871,https://find-sake.me/sake/54871,大江山 純米吟醸 しぼりたて生酒,おおえやま じゅんまいぎんじょう しぼりたてなまざけ,Oeyama Junmai Ginjo Shiboritate Namazake,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米吟醸,五百万石（掛米）、百万石乃白（麹米）,50,16,1.3,1.7,金沢酵母,白山・手取川水系,,,生酒,,,A:メロン・白桃系,中庸・バランス系,2,4,3,4,4,5,3,720;1800,false,false,2026-08-20
9021,https://find-sake.me/sake/9021,大江山 純米吟醸 初しぼり,おおえやま じゅんまいぎんじょう はつしぼり,Oeyama Junmai Ginjo Hatsushibori,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米吟醸,,60,16,,,,,,,生酒,,true,A:メロン・白桃系,,2,4,5,5,5,5,3,300,false,false,2026-08-20
61902,https://find-sake.me/sake/61902,大江山 純米大吟醸 百万石乃白,おおえやま じゅんまいだいぎんじょう ひゃくまんごくのしろ,Oeyama Junmai Daiginjo Hyakumangoku-no-shiro,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米大吟醸,百万石乃白（石川県産100%）,50,16,-2,1.2,18号酵母,能登水系,,,火入れ,,,A:メロン・白桃系,中庸・バランス系,1,2,3,5,3,4,4,720,false,false,2026-08-20
35447,https://find-sake.me/sake/35447,大江山 純米大吟醸 百万石乃白 生原酒68,おおえやま じゅんまいだいぎんじょう ひゃくまんごくのしろ なまげんしゅ68,Oeyama Junmai Daiginjo Hyakumangoku-no-shiro Nama Genshu 68,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米大吟醸,百万石乃白（100%使用）,50,16,,,,能登水系,,おりがらみ（ふなしぼり）,生原酒,,true,B:青リンゴ・レモン系,中庸・バランス系,2,2,3,5,5,5,3,720,false,false,2026-08-20
52604,https://find-sake.me/sake/52604,大江山 鬼神 純米吟醸,おおえやま きしん じゅんまいぎんじょう,Oeyama Kishin Junmai Ginjo,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米吟醸,山田錦（兵庫県産100%）,50,18,2,,協会1401号,能登水系,,,原酒,,,D:熟成系,中庸・バランス系,3,3,4,3,5,3,2,720;1800,false,false,2026-08-20
14518,https://find-sake.me/sake/14518,大江山×敷嶋 オリジナル再現酒,おおえやま×しきしま おりじなるさいげんしゅ,Oeyama × Shikishima Original Saigenshu,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米大吟醸,百万石乃白（石川県産100%）,50,16,-3,,協会1801号,,,,,,,C:バナナ系,中庸・バランス系,1,2,3,5,3,4,4,720,false,false,2026-08-20
12837,https://find-sake.me/sake/12837,大江山×敷嶋 コラボレーション醸造酒,おおえやま×しきしま こらぼれーしょんじょうぞうしゅ,Oeyama × Shikishima Collaboration Jozoshu,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米酒,五百万石（掛米・石川県産78%）、山田錦（麹米・石川県産22%）,57,17,5,,金沢酵母,,,,火入れ、原酒,,,E:穀物・ふくよか系,爽快・リンゴ酸系,4,3,4,3,4,4,3,720,false,false,2026-08-20
34288,https://find-sake.me/sake/34288,大江山GO 純米大吟醸 火入れ,おおえやまごー じゅんまいだいぎんじょう ひいれ,Oeyama GO Junmai Daiginjo Hiire,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米大吟醸,百万石乃白（石川県産100%）,50,14.5,-2.4,,,,,,火入れ,,,A:メロン・白桃系,,1,3,3,5,3,4,4,180;720,false,false,2026-09-07
54581,https://find-sake.me/sake/54581,大江山GO 純米大吟醸 生原酒,おおえやまごー じゅんまいだいぎんじょう なまげんしゅ,Oeyama GO Junmai Daiginjo Nama Genshu,10032,松波酒造株式会社,Matsunami Shuzo,https://find-sake.me/brewery/10032,https://www.o-eyama.com/,純米大吟醸,百万石乃白,50,16.4,-3.2,1.1,,,,,生原酒,,,A:メロン・白桃系,,1,2,3,5,5,4,2,720,false,false,2026-08-20
34262,https://find-sake.me/sake/34262,天平 七年古酒 天平寺,てんぴょう ななねんこしゅ てんぴょうじ,Tenpyo Nananen Koshu Tenpyoji,10020,合資会社布施酒造店,Fuse Shuzoten,https://find-sake.me/brewery/10020,,特別本醸造,五百万石,60,19,5,,,,,,七年古酒 原酒,,,D:熟成系,,5,4,4,2,5,4,2,500,false,false,2026-08-20
30721,https://find-sake.me/sake/30721,天平 三年古酒 石動山 天平寺,てんぴょう さんねんこしゅ せきどうさん てんぴょうじ,Tenpyo Sannen Koshu Sekidosan Tenpyoji,10020,合資会社布施酒造店,Fuse Shuzoten,https://find-sake.me/brewery/10020,,特別本醸造,五百万石,,19.5,,,,,古典的山廃,,三年古酒,,,D:熟成系,,3,5,5,2,5,4,2,500,false,false,2026-08-20
57138,https://find-sake.me/sake/57138,天平 五年古酒 能登風土記の丘,てんぴょう ごねんこしゅ のとふどきのおか,Tenpyo Gonen Koshu Noto Fudoki-no-oka,10020,合資会社布施酒造店,Fuse Shuzoten,https://find-sake.me/brewery/10020,,本醸造,五百万石,40,19,5,,,能登水系,熟成古酒,,原酒,,,D:熟成系,重厚・乳酸系,3,3,5,1,5,1,1,500,false,false,2026-08-20
21463,https://find-sake.me/sake/21463,天狗舞 COMON 特別純米,てんぐまい こもん とくべつじゅんまい,Tengumai Comon Tokubetsu Junmai,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,特別純米,山田錦,60,15,3,1.6,,白山・手取川水系,,,,,,C:バナナ系,中庸・バランス系,3,4,3,2,3,4,4,720;1800,false,false,2026-08-20
3149,https://find-sake.me/sake/3149,天狗舞 COMON 純米大吟醸,てんぐまい こもん じゅんまいだいぎんじょう,Tengumai Comon Junmai Daiginjo,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米大吟醸,百万石乃白,50,15,,,,,,,,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,2,2,2,3,1,4,5,720;1800,false,false,2026-09-07
31619,https://find-sake.me/sake/31619,天狗舞 Sparkling 純米大吟醸 泡影Awakage,てんぐまい すぱーくりんぐ じゅんまいだいぎんじょう あわかげ,Tengumai Sparkling Junmai Daiginjo Awakage,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米大吟醸,百万石乃白,50,14,5,1.4,,白山・手取川水系,,,,,true,,爽快・リンゴ酸系,3,4,3,5,3,5,5,700,false,false,2026-08-20
56323,https://find-sake.me/sake/56323,天狗舞 しぼりたて 本醸造生酒,てんぐまい しぼりたて ほんじょうぞうなまざけ,Tengumai Shiboritate Honjozo Namazake,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,本醸造生酒,五百万石等,65,17,5,1.9,自家培養酵母,霊峰白山の伏流水,山廃,しぼりたて,生酒,,,A:メロン・白桃系,重厚・乳酸系,4,5,4,3,4,5,2,720;1800,false,false,2026-08-20
27388,https://find-sake.me/sake/27388,天狗舞 五凛 二十周年記念酒,てんぐまい ごりん にじゅっしゅうねんきねんしゅ,Tengumai Gorin Nijusshunen Kinenshu,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,,白山市産百万石乃白100%,,15,,,,,,,,,,,,3,4,3,3,3,4,4,1800,false,false,2026-08-20
17872,https://find-sake.me/sake/17872,天狗舞 五凛 二十周年記念酒 山廃,てんぐまい ごりん にじゅっしゅうねんきねんしゅ やまはい,Tengumai Gorin Nijusshunen Kinenshu Yamahai,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,,特A地区口吉川産山田錦100%,,15,,,,,山廃,,火入れ,,,,,4,5,5,3,4,4,3,700,false,false,2026-08-20
35006,https://find-sake.me/sake/35006,天狗舞 冬吟 純米吟醸生酒,てんぐまい とうぎん じゅんまいぎんじょうなまざけ,Tengumai Togin Junmai Ginjo Namazake,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米吟醸,五百万石,50,16,,,,白山・手取川水系,,にごり,生酒,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,3,4,3,4,3,4,4,720;1800,false,false,2026-09-07
43305,https://find-sake.me/sake/43305,天狗舞 古古酒 純米大吟醸,てんぐまい ここしゅ じゅんまいだいぎんじょう,Tengumai Kokoshu Junmai Daiginjo,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米大吟醸,山田錦,35,16,3,1.4,金沢酵母,,,,,,,D:熟成系,,3,3,5,4,5,3,4,720;1800,false,false,2026-08-20
19130,https://find-sake.me/sake/19130,天狗舞 吟こうぶり,てんぐまい ぎんこうぶり,Tengumai Ginkoburi,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,大吟醸,山田錦,35,16,4,1.2,,,,,,,,D:熟成系,,3,3,4,4,3,5,4,720;1800,false,false,2026-08-20
65055,https://find-sake.me/sake/65055,天狗舞 天,てんぐまい たか,Tengumai Taka,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,本醸造,五百万石,65,15,2,1.6,,白山・手取川水系,山廃,,,,,C:バナナ系,中庸・バランス系,4,4,3,2,3,4,4,1800,false,false,2026-08-20
34963,https://find-sake.me/sake/34963,天狗舞 山廃 純米 ひやおろし,てんぐまい やまはい じゅんまい ひやおろし,Tengumai Yamahai Junmai Hiyaoroshi,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米酒,五百万石,65,18,3,1.8,,白山・手取川水系,古典的山廃,,ひやおろし、生詰,,,D:熟成系,重厚・乳酸系,4,5,5,3,5,4,2,720;1800,false,false,2026-09-05
26606,https://find-sake.me/sake/26606,天狗舞 山廃 自社田五百万石 2025BY,てんぐまい やまはい じしゃでん ごひゃくまんごく 2025びーわい,Tengumai Yamahai Jishaden Gohyakumangoku 2025BY,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米,五百万石（石川県白山市林中地区の自社田産100%）,,16,,,,白山・手取川水系,山廃,,原酒,,,D:熟成系,重厚・乳酸系,4,5,5,2,5,4,2,720,false,false,2026-09-07
22607,https://find-sake.me/sake/22607,天狗舞 山廃仕込純米原酒,てんぐまい やまはいじこみじゅんまいげんしゅ,Tengumai Yamahai Jikomi Junmai Genshu,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米,五百万石等,60,18,3,2.2,自家培養酵母,霊峰白山の伏流水,古典的山廃,,生酒、原酒,,,,重厚・乳酸系,4,5,5,3,5,5,1,720;1800,false,false,2026-08-20
13350,https://find-sake.me/sake/13350,天狗舞 山廃仕込純米酒,てんぐまい やまはいじこみじゅんまいしゅ,Tengumai Yamahai Jikomi Junmaishu,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米,五百万石,60,16,3,2,,,山廃,,,,,D:熟成系,重厚・乳酸系,4,5,5,2,5,4,2,720;1800,false,false,2026-09-07
42084,https://find-sake.me/sake/42084,天狗舞 山廃仕込純米酒 梅鉢ラベル,てんぐまい やまはいじこみじゅんまいしゅ うめばちらべる,Tengumai Yamahai Jikomi Junmaishu Umebachi Label,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,純米,五百万石,60,16,3,2,,白山・手取川水系,山廃,,,,,D:熟成系,重厚・乳酸系,4,5,5,2,5,4,2,720,false,false,2026-08-30
59837,https://find-sake.me/sake/59837,天狗舞 山廃生搾り,てんぐまい やまはい なましぼり,Tengumai Yamahai Namashibori,10009,株式会社車多酒造,Shata Shuzo,https://find-sake.me/brewery/10009,https://www.tengumai.co.jp/,本醸造,五百万石,60,15,,,,白山・手取川水系,古典的山廃,,生酒,,,,重厚・乳酸系,3,4,4,3,4,5,4,300,false,false,2026-09-06
